"Index";"Company";"TypeName";"Inches";"ResolutionWidth";"ResolutionHeight";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory_type";"Primary_storage";"Secondary_storage";"Gpu_brand";"OpSys";"Weight";"Price"
1237;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";2.24;39267
731;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"Windows";2.25;34579
920;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"AMD";"Windows";2.18;36496
1227;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Linux";2.18;27805
928;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Windows";2.18;37725
985;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"Windows";2.25;31915
966;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";1.9;43956
797;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.95;43157
843;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";2.18;38041
728;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Linux";2.32;31410
130;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Windows";2.36;34045
1137;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Windows";2.5;41772
418;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.14;28769
614;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"Linux";1.93;46300
566;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"Windows";1.93;51096
581;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"Windows";1.9;53734
275;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"Windows";2.3;37992
1295;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Linux";2.3;42943
988;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Windows";2.36;39907
1090;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Linux";2.2;20965
1254;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Windows";2.2;23656
1250;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Linux";2.2;17263
884;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Windows";2.2;19660
803;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.06;93187
639;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"Windows";2.06;127819
186;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.06;127712
329;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;32;"SSD";1024;0;"Nvidia";"Windows";2.06;140606
226;"Dell";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";"Windows";2.3;45768
281;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.25;22804
131;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.2;23923
97;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"Linux";2.2;25841
13;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"Windows";2.2;26581
799;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";"Windows";2.0;39374
1038;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";2.09;56634
1024;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"HDD";500;0;"Intel";"Windows";2.09;55754
878;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";"Windows";2.18;48618
1062;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Windows";2.25;29784
263;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Windows";2.18;35005
415;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"Linux";2.3;31909
48;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"Windows";2.3;34046
528;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"Windows";2.3;31169
855;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.9;50350
264;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Windows";2.24;30103
1096;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Windows";2.36;34035
712;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Linux";1.98;38681
512;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.18;44542
814;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"Windows";2.18;42081
1205;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"Windows";2.36;47366
551;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.9;59513
1084;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.18;39960
705;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.18;42358
714;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";"Windows";1.93;76012
716;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.9;62817
899;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"Windows";1.9;49817
529;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"Windows";1.9;73367
622;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"Windows";2.2;41345
441;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"Windows";2.2;39907
315;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2.33;44968
102;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"Linux";2.2;34472
220;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"Linux";2.2;36089
162;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"Windows";2.13;38788
536;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"Windows";2.2;42486
27;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"Windows";2.2;42624
339;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"Windows";2.0;60886
467;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";"Windows";2.02;40440
770;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";"Windows";2.3;62938
235;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"Linux";2.36;47899
1063;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"HDD";2048;0;"AMD";"Windows";2.32;52747
845;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";"Windows";2.18;39374
740;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"Windows";2.0;64309
96;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Linux";2.2;31963
813;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";1.98;51202
579;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Linux";2.2;39907
16;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Windows";2.2;39694
394;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Linux";2.33;41498
368;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Windows";2.33;47899
1147;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.18;53807
1182;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Linux";1.98;47686
583;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"Windows";1.93;81912
535;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.93;72940
487;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.06;101179
293;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.0;97449
180;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Linux";2.02;55891
657;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.2;60473
513;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.2;64961
454;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2.36;52161
77;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Intel";"Windows";2.02;45554
355;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2.02;51730
245;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2.2;52481
272;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Linux";2.14;39165
55;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";2.13;40908
72;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";2.2;46354
656;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";6.2;48964
426;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";256;2048;"AMD";"Windows";2.02;60867
117;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";256;1024;"Nvidia";"Windows";2.16;60224
480;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";"Windows";2.16;67239
1154;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"Windows";2.04;119916
206;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"Windows";2.3;23390
1232;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Intel";"Windows";2.3;24989
358;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Intel";"Windows";2.36;29697
948;"Dell";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.36;35112
185;"Dell";"Notebook";17.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Nvidia";"Windows";2.77;82531
366;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2.8;57809
852;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Linux";2.83;46087
60;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.8;69211
128;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.8;74379
276;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Linux";2.8;58555
189;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2.8;57809
260;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2.8;60846
524;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Linux";2.8;47366
37;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2.8;52161
456;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";4.42;109011
1101;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i3";2.3;4;"SSD";128;0;"Intel";"Windows";1.5;62176
1100;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"Windows";1.5;60481
1105;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.5;75290
1223;"Dell";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.26;91288
946;"Dell";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.36;78439
761;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"Windows";1.18;99048
875;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.6;90043
473;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.42;98134
802;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.29;79867
181;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.23;74539
652;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.2;77251
255;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.41;50563
1065;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.29;77682
1115;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.4;8;"SSD";256;0;"Intel";"Windows";1.23;73473
208;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";0.0;77203
344;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.2;84129
565;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";"Windows";1.21;85195
311;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"Windows";1.21;133147
207;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.21;103843
510;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.29;47899
19;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";"Windows";1.22;52161
1093;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"Windows";1.4;43602
114;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.21;86793
71;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;64;"SSD";256;0;"AMD";"Windows";1.4;50882
215;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";1.4;49651
89;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.21;87859
1188;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Linux";1.23;58555
1028;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.29;86527
636;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.23;99580
1054;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"Windows";1.2;120093
1203;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.2;142790
1226;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.29;78695
111;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.4;8;"SSD";256;0;"Intel";"Windows";1.23;73473
864;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.29;119347
540;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.2;74539
958;"Dell";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.3;67559
33;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"Windows";1.2;99580
218;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.6;61219
61;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.7;46833
427;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Linux";1.6;58555
951;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.36;94572
407;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";"Windows";1.36;89510
971;"Dell";"Ultrabook";14.0;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"Windows";1.5;104588
349;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"Windows";0.0002;35325
347;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"Hybrid";512;256;"Intel";"Windows";1.88;85672
28;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;8;"Hybrid";256;256;"Intel";"Windows";1.88;69157
80;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.88;58403
398;"Dell";"Workstation";15.6;3840;2160;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.78;144495
204;"Dell";"Workstation";15.6;3840;2160;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";"Windows";2.8;162770
599;"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.06;93933
387;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"Windows";2.23;72940
869;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.23;94732
447;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"Hybrid";64;1024;"Nvidia";"Windows";2.23;106187
451;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"Windows";2.17;105228
486;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";2.17;124569
388;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.0;113753
297;"Dell";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"Windows";3.42;153705
983;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"Windows";2.3;34579
623;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.2;42571
472;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";128;0;"Intel";"ChromeOS";1.1;67932
762;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"ChromeOS";1.1;83064
437;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"ChromeOS";1.1;117163
846;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"ChromeOS";1.4;32767
677;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash storage";64;0;"Intel";"ChromeOS";1.4;26374
957;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.1;4;"SSD";256;0;"Intel";"Windows";1.45;41292
1142;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.48;86793
880;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";1.28;90576
885;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";1.28;95851
848;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.28;121319
306;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"Windows";1.28;105228
857;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.28;136344
179;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.29;79867
316;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"Windows";1.29;130483
470;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"Windows";1.29;106507
721;"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.58;44574
891;"HP";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"Windows";1.42;74539
1144;"HP";"2 in 1 Convertible";13.3;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"Windows";1.48;95851
1159;"HP";"2 in 1 Convertible";13.3;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Intel";"Windows";1.48;108744
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";"Windows";1.63;37243
881;"HP";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.3;36486
99;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";128;1024;"Nvidia";"Windows";2.62;66547
444;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;58555
1162;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.62;47899
538;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"Windows";2.62;95851
428;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";"Windows";3.35;106507
